STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-03,17.00,,0.00,0.0,0.0,45,50,41,,310,300,31.1,36.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-04,9.62,,0.00,0.0,0.0,43,48,39,,320,300,19.9,25.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-05,8.28,,0.16,0.0,0.0,43,50,37,,290,280,21.9,29.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-06,7.61,,0.44,0.0,0.0,42,46,34,,50,50,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-07,6.93,,0.05,0.0,0.0,42,48,37,,40,40,15.0,18.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-08,10.74,,0.00,0.0,0.0,40,44,33,,270,260,23.9,31.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-09,15.66,,0.00,0.0,0.0,35,41,29,,290,310,28.0,36.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-10,9.40,,0.00,0.0,0.0,31,37,23,,290,280,18.1,23.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-11,5.14,,0.01,0.3,0.0,30,34,25,,200,200,12.1,15.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-12,8.72,,0.50,0.0,0.0,38,46,32,,260,260,18.1,23.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-13,5.59,,0.00,0.0,0.0,38,44,33,,230,280,13.0,19.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-14,9.62,,0.00,0.0,0.0,39,44,32,,290,300,21.9,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-15,20.58,,0.00,0.1,0.0,28,32,18,,280,290,36.0,46.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-16,11.41,,0.00,0.0,0.0,20,28,16,,260,270,19.9,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-17,4.92,,0.71,3.0,2.0,29,36,24,,210,210,16.1,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-18,10.51,,0.07,0.0,1.2,42,59,31,,300,310,36.9,45.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-19,11.86,,0.00,0.0,0.0,29,31,22,,340,330,21.9,28.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-20,6.49,,0.00,0.0,0.0,25,34,18,,240,240,13.0,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-21,6.26,,0.00,0.0,0.0,32,42,24,,240,260,13.0,17.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-22,9.84,,0.00,0.0,0.0,40,51,32,,310,290,25.1,33.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-23,9.17,,0.00,0.0,0.0,42,48,34,,310,310,17.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-24,7.61,,0.49,0.0,0.0,41,46,37,,260,240,16.1,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-25,8.50,,0.00,0.0,0.0,43,52,34,,340,300,15.0,21.9
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-26,7.38,,0.00,0.0,0.0,35,47,29,,230,230,16.1,21.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-27,13.65,,0.01,0.0,0.0,53,62,40,,270,270,29.1,38.0
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-28,8.28,,0.00,0.0,0.0,41,43,31,,330,330,19.9,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-29,8.05,,0.36,0.0,0.0,38,45,31,,170,150,18.1,25.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-30,14.99,,0.00,0.0,0.0,37,42,32,,270,270,25.9,33.1
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2016-12-31,12.30,,0.00,0.0,0.0,35,44,29,,200,220,21.9,28.0
